run.order,std.order,lysate_aspirate_height_inc,lysate_aspirate_rate,lysate_dispense_rate,substrates_aspirate_height_inc,substrates_aspirate_rate,substrates_dispense_rate,Well,Plate
31,31,0.35,0.25,0.3,0.3,0.95,0.95,H19,2
32,32,0.35,0.25,0.3,1.18,0.95,0.95,H20,2
33,33,0.35,0.25,0.3,0.55,0.32,0.95,H21,2
34,34,0.35,0.25,0.3,0.55,1.58,0.95,H22,2
35,35,0.35,0.25,0.3,0.55,0.95,0.32,H23,2
36,36,0.35,0.25,0.3,0.55,0.95,1.58,H24,2
37,37,0.1,0.25,0.3,0.55,0.95,0.95,I1,2
38,38,0.98,0.25,0.3,0.55,0.95,0.95,I2,2
39,39,0.35,0.1,0.3,0.55,0.95,0.95,I3,2
40,40,0.35,0.63,0.3,0.55,0.95,0.95,I4,2
41,41,0.35,0.25,0.1,0.55,0.95,0.95,I5,2
42,42,0.35,0.25,0.8,0.55,0.95,0.95,I6,2
43,43,0.35,0.25,0.3,0.3,0.95,0.95,I7,2
44,44,0.35,0.25,0.3,1.18,0.95,0.95,I8,2
45,45,0.35,0.25,0.3,0.55,0.32,0.95,I9,2
46,46,0.35,0.25,0.3,0.55,1.58,0.95,I10,2
47,47,0.35,0.25,0.3,0.55,0.95,0.32,I11,2
48,48,0.35,0.25,0.3,0.55,0.95,1.58,I12,2
49,49,0.1,0.25,0.3,0.55,0.95,0.95,I13,2
50,50,0.98,0.25,0.3,0.55,0.95,0.95,I14,2
51,51,0.35,0.1,0.3,0.55,0.95,0.95,I15,2
52,52,0.35,0.63,0.3,0.55,0.95,0.95,I16,2
53,53,0.35,0.25,0.1,0.55,0.95,0.95,I17,2
54,54,0.35,0.25,0.8,0.55,0.95,0.95,I18,2
55,55,0.35,0.25,0.3,0.3,0.95,0.95,I19,2
56,56,0.35,0.25,0.3,1.18,0.95,0.95,I20,2
57,57,0.35,0.25,0.3,0.55,0.32,0.95,I21,2
58,58,0.35,0.25,0.3,0.55,1.58,0.95,I22,2
59,59,0.35,0.25,0.3,0.55,0.95,0.32,I23,2
60,60,0.35,0.25,0.3,0.55,0.95,1.58,I24,2
61,61,0.1,0.25,0.3,0.55,0.95,0.95,J1,2
62,62,0.98,0.25,0.3,0.55,0.95,0.95,J2,2
63,63,0.35,0.1,0.3,0.55,0.95,0.95,J3,2
64,64,0.35,0.63,0.3,0.55,0.95,0.95,J4,2
65,65,0.35,0.25,0.1,0.55,0.95,0.95,J5,2
66,66,0.35,0.25,0.8,0.55,0.95,0.95,J6,2
67,67,0.35,0.25,0.3,0.3,0.95,0.95,J7,2
68,68,0.35,0.25,0.3,1.18,0.95,0.95,J8,2
69,69,0.35,0.25,0.3,0.55,0.32,0.95,J9,2
70,70,0.35,0.25,0.3,0.55,1.58,0.95,J10,2
71,71,0.35,0.25,0.3,0.55,0.95,0.32,J11,2
72,72,0.35,0.25,0.3,0.55,0.95,1.58,J12,2
73,73,0.35,0.25,0.3,0.55,0.95,0.95,J13,2
74,74,0.35,0.25,0.3,0.55,0.95,0.95,J14,2
75,75,0.35,0.25,0.3,0.55,0.95,0.95,J15,2
76,76,0.35,0.25,0.3,0.55,0.95,0.95,J16,2
